hlpi_name,series_ref,quarter,hlpi,nzhec,nzhec_name,nzhec_short,level,index,change.q,change.a
Income quintile 3,HPIQ.SIQ3095,2016Q3,disq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1101,1.4,4.6
Income quintile 4,HPIQ.SIQ4095,2016Q3,disq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1094,0.6,2.5
Income quintile 5 (high),HPIQ.SIQ5095,2016Q3,disq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1092,0.1,2.4
Expenditure quintile 1 (low),HPIQ.SEQ1095,2016Q3,expq1,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1129,2.6,6.5
Expenditure quintile 2,HPIQ.SEQ2095,2016Q3,expq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1104,1.4,4.2
Expenditure quintile 3,HPIQ.SEQ3095,2016Q3,expq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1100,1.2,3.6
Expenditure quintile 4,HPIQ.SEQ4095,2016Q3,expq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1112,1.8,4.5
Expenditure quintile 5 (high),HPIQ.SEQ5095,2016Q3,expq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1091,-0.1,2.4
Maori,HPIQ.SMAO095,2016Q3,maori,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1091,1.5,4.1
Superannuitant,HPIQ.SSUP095,2016Q3,super,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,1115,1.7,5
All households,HPIQ.SALL096,2016Q3,allhh,9.6,Accommodation services,Accomodation,subgroup,1026,-1.2,0.9
Beneficiary,HPIQ.SBEN096,2016Q3,benef,9.6,Accommodation services,Accomodation,subgroup,1033,-1.4,2.1
Income quintile 1 (low),HPIQ.SIQ1096,2016Q3,disq1,9.6,Accommodation services,Accomodation,subgroup,1024,-1.3,0.6
Income quintile 2,HPIQ.SIQ2096,2016Q3,disq2,9.6,Accommodation services,Accomodation,subgroup,1023,-1.1,0.4
Income quintile 3,HPIQ.SIQ3096,2016Q3,disq3,9.6,Accommodation services,Accomodation,subgroup,1027,-0.9,1
Income quintile 4,HPIQ.SIQ4096,2016Q3,disq4,9.6,Accommodation services,Accomodation,subgroup,1027,-1.2,1
Income quintile 5 (high),HPIQ.SIQ5096,2016Q3,disq5,9.6,Accommodation services,Accomodation,subgroup,1028,-1.2,1.2
Expenditure quintile 1 (low),HPIQ.SEQ1096,2016Q3,expq1,9.6,Accommodation services,Accomodation,subgroup,1027,-1.3,1.1
Expenditure quintile 2,HPIQ.SEQ2096,2016Q3,expq2,9.6,Accommodation services,Accomodation,subgroup,1029,-1.2,1.4
Expenditure quintile 3,HPIQ.SEQ3096,2016Q3,expq3,9.6,Accommodation services,Accomodation,subgroup,1024,-1.1,0.5
Expenditure quintile 4,HPIQ.SEQ4096,2016Q3,expq4,9.6,Accommodation services,Accomodation,subgroup,1025,-1,0.7
Expenditure quintile 5 (high),HPIQ.SEQ5096,2016Q3,expq5,9.6,Accommodation services,Accomodation,subgroup,1028,-1.2,1.2
Maori,HPIQ.SMAO096,2016Q3,maori,9.6,Accommodation services,Accomodation,subgroup,1031,-1,1.7
Superannuitant,HPIQ.SSUP096,2016Q3,super,9.6,Accommodation services,Accomodation,subgroup,1022,-1.2,0.2
All households,HPIQ.SALL10,2016Q3,allhh,10,Education,Education,group,1066,0.1,2.5
Beneficiary,HPIQ.SBEN10,2016Q3,benef,10,Education,Education,group,1067,0,2.6
Income quintile 1 (low),HPIQ.SIQ110,2016Q3,disq1,10,Education,Education,group,1069,0,2.5
Income quintile 2,HPIQ.SIQ210,2016Q3,disq2,10,Education,Education,group,1065,0,2.2
Income quintile 3,HPIQ.SIQ310,2016Q3,disq3,10,Education,Education,group,1067,0,2.7
Income quintile 4,HPIQ.SIQ410,2016Q3,disq4,10,Education,Education,group,1059,0.1,1.9
Income quintile 5 (high),HPIQ.SIQ510,2016Q3,disq5,10,Education,Education,group,1068,0,2.8
Expenditure quintile 1 (low),HPIQ.SEQ110,2016Q3,expq1,10,Education,Education,group,1063,0,2.2
Expenditure quintile 2,HPIQ.SEQ210,2016Q3,expq2,10,Education,Education,group,1069,0.1,2.4
Expenditure quintile 3,HPIQ.SEQ310,2016Q3,expq3,10,Education,Education,group,1067,0.1,2.6
Expenditure quintile 4,HPIQ.SEQ410,2016Q3,expq4,10,Education,Education,group,1066,0,2.4
Expenditure quintile 5 (high),HPIQ.SEQ510,2016Q3,expq5,10,Education,Education,group,1063,0.1,2.6
Maori,HPIQ.SMAO10,2016Q3,maori,10,Education,Education,group,1063,0,2.3
Superannuitant,HPIQ.SSUP10,2016Q3,super,10,Education,Education,group,1082,0,4.1
All households,HPIQ.SALL101,2016Q3,allhh,10.1,Early childhood education,Early childhood education,subgroup,1037,0.2,0.5
Beneficiary,HPIQ.SBEN101,2016Q3,benef,10.1,Early childhood education,Early childhood education,subgroup,1025,0,0.7
Income quintile 1 (low),HPIQ.SIQ1101,2016Q3,disq1,10.1,Early childhood education,Early childhood education,subgroup,1047,0.3,0.8
Income quintile 2,HPIQ.SIQ2101,2016Q3,disq2,10.1,Early childhood education,Early childhood education,subgroup,1046,0.3,0.6
Income quintile 3,HPIQ.SIQ3101,2016Q3,disq3,10.1,Early childhood education,Early childhood education,subgroup,1031,0.2,0.3
Income quintile 4,HPIQ.SIQ4101,2016Q3,disq4,10.1,Early childhood education,Early childhood education,subgroup,1035,0.2,0.5
Income quintile 5 (high),HPIQ.SIQ5101,2016Q3,disq5,10.1,Early childhood education,Early childhood education,subgroup,1042,0.2,0.7
Expenditure quintile 1 (low),HPIQ.SEQ1101,2016Q3,expq1,10.1,Early childhood education,Early childhood education,subgroup,1027,0.1,0.5
Expenditure quintile 2,HPIQ.SEQ2101,2016Q3,expq2,10.1,Early childhood education,Early childhood education,subgroup,1063,0.5,0.9
Expenditure quintile 3,HPIQ.SEQ3101,2016Q3,expq3,10.1,Early childhood education,Early childhood education,subgroup,1033,0.3,0.3
Expenditure quintile 4,HPIQ.SEQ4101,2016Q3,expq4,10.1,Early childhood education,Early childhood education,subgroup,1044,0.2,0.7
Expenditure quintile 5 (high),HPIQ.SEQ5101,2016Q3,expq5,10.1,Early childhood education,Early childhood education,subgroup,1031,0.1,0.6
Maori,HPIQ.SMAO101,2016Q3,maori,10.1,Early childhood education,Early childhood education,subgroup,1045,0.3,1
Superannuitant,HPIQ.SSUP101,2016Q3,super,10.1,Early childhood education,Early childhood education,subgroup,1058,2,4.3
All households,HPIQ.SALL102,2016Q3,allhh,10.2,Primary and secondary education,Primary/secondary education,subgroup,1092,0,3.7
Beneficiary,HPIQ.SBEN102,2016Q3,benef,10.2,Primary and secondary education,Primary/secondary education,subgroup,1089,0,2.8
Income quintile 1 (low),HPIQ.SIQ1102,2016Q3,disq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,1081,0,2.5
Income quintile 2,HPIQ.SIQ2102,2016Q3,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,1078,0,2
Income quintile 3,HPIQ.SIQ3102,2016Q3,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,1102,0,4.5
Income quintile 4,HPIQ.SIQ4102,2016Q3,disq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,1109,0,4
Income quintile 5 (high),HPIQ.SIQ5102,2016Q3,disq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,1084,0,4
Expenditure quintile 1 (low),HPIQ.SEQ1102,2016Q3,expq1,10.2,Primary and secondary education,Primary/secondary education,subgroup,1092,0,3.3
Expenditure quintile 2,HPIQ.SEQ2102,2016Q3,expq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,1083,0,2.6
Expenditure quintile 3,HPIQ.SEQ3102,2016Q3,expq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,1105,0,4.1
Expenditure quintile 4,HPIQ.SEQ4102,2016Q3,expq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,1106,0,4.1
Expenditure quintile 5 (high),HPIQ.SEQ5102,2016Q3,expq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,1079,0,3.6
Maori,HPIQ.SMAO102,2016Q3,maori,10.2,Primary and secondary education,Primary/secondary education,subgroup,1083,0,3.3
Superannuitant,HPIQ.SSUP102,2016Q3,super,10.2,Primary and secondary education,Primary/secondary education,subgroup,1089,0,4.6
All households,HPIQ.SALL103,2016Q3,allhh,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Beneficiary,HPIQ.SBEN103,2016Q3,benef,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 1 (low),HPIQ.SIQ1103,2016Q3,disq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 2,HPIQ.SIQ2103,2016Q3,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
Income quintile 3,HPIQ.SIQ3103,2016Q3,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Income quintile 4,HPIQ.SIQ4103,2016Q3,disq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,1067,0,2.8
Income quintile 5 (high),HPIQ.SIQ5103,2016Q3,disq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 1 (low),HPIQ.SEQ1103,2016Q3,expq1,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 2,HPIQ.SEQ2103,2016Q3,expq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 3,HPIQ.SEQ3103,2016Q3,expq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
Expenditure quintile 4,HPIQ.SEQ4103,2016Q3,expq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Expenditure quintile 5 (high),HPIQ.SEQ5103,2016Q3,expq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,1069,0,3
Maori,HPIQ.SMAO103,2016Q3,maori,10.3,Tertiary and other post school education,Tertiary education,subgroup,1068,0,2.9
Superannuitant,HPIQ.SSUP103,2016Q3,super,10.3,Tertiary and other post school education,Tertiary education,subgroup,1064,0,2.6
All households,HPIQ.SALL104,2016Q3,allhh,10.4,Other educational fees,Other education,subgroup,1040,0,2.1
Beneficiary,HPIQ.SBEN104,2016Q3,benef,10.4,Other educational fees,Other education,subgroup,1038,0,1.6
Income quintile 1 (low),HPIQ.SIQ1104,2016Q3,disq1,10.4,Other educational fees,Other education,subgroup,1041,0,1.9
Income quintile 2,HPIQ.SIQ2104,2016Q3,disq2,10.4,Other educational fees,Other education,subgroup,1037,0,1.7
Income quintile 3,HPIQ.SIQ3104,2016Q3,disq3,10.4,Other educational fees,Other education,subgroup,1035,0,1.9
Income quintile 4,HPIQ.SIQ4104,2016Q3,disq4,10.4,Other educational fees,Other education,subgroup,1041,0,2.2
Income quintile 5 (high),HPIQ.SIQ5104,2016Q3,disq5,10.4,Other educational fees,Other education,subgroup,1044,0,2.7
Expenditure quintile 1 (low),HPIQ.SEQ1104,2016Q3,expq1,10.4,Other educational fees,Other education,subgroup,1038,0,1.6
Expenditure quintile 2,HPIQ.SEQ2104,2016Q3,expq2,10.4,Other educational fees,Other education,subgroup,1037,0,1.7
Expenditure quintile 3,HPIQ.SEQ3104,2016Q3,expq3,10.4,Other educational fees,Other education,subgroup,1035,0,2
Expenditure quintile 4,HPIQ.SEQ4104,2016Q3,expq4,10.4,Other educational fees,Other education,subgroup,1044,0,2.5
Expenditure quintile 5 (high),HPIQ.SEQ5104,2016Q3,expq5,10.4,Other educational fees,Other education,subgroup,1045,0,2.7
Maori,HPIQ.SMAO104,2016Q3,maori,10.4,Other educational fees,Other education,subgroup,1026,0,0.3
Superannuitant,HPIQ.SSUP104,2016Q3,super,10.4,Other educational fees,Other education,subgroup,1031,0,1.4
All households,HPIQ.SALL11,2016Q3,allhh,11,Miscellaneous goods and services,Miscellaneous,group,1028,0.1,1
Beneficiary,HPIQ.SBEN11,2016Q3,benef,11,Miscellaneous goods and services,Miscellaneous,group,1014,0.2,0.3
Income quintile 1 (low),HPIQ.SIQ111,2016Q3,disq1,11,Miscellaneous goods and services,Miscellaneous,group,1025,0.2,0.9
Income quintile 2,HPIQ.SIQ211,2016Q3,disq2,11,Miscellaneous goods and services,Miscellaneous,group,1022,0.2,0.8
Income quintile 3,HPIQ.SIQ311,2016Q3,disq3,11,Miscellaneous goods and services,Miscellaneous,group,1022,0.1,0.9
Income quintile 4,HPIQ.SIQ411,2016Q3,disq4,11,Miscellaneous goods and services,Miscellaneous,group,1032,0.1,1.2
Income quintile 5 (high),HPIQ.SIQ511,2016Q3,disq5,11,Miscellaneous goods and services,Miscellaneous,group,1038,0.3,1.4
Expenditure quintile 1 (low),HPIQ.SEQ111,2016Q3,expq1,11,Miscellaneous goods and services,Miscellaneous,group,1023,0.2,0.8
Expenditure quintile 2,HPIQ.SEQ211,2016Q3,expq2,11,Miscellaneous goods and services,Miscellaneous,group,1020,0.1,0.7
Expenditure quintile 3,HPIQ.SEQ311,2016Q3,expq3,11,Miscellaneous goods and services,Miscellaneous,group,1028,0.2,1.2
Expenditure quintile 4,HPIQ.SEQ411,2016Q3,expq4,11,Miscellaneous goods and services,Miscellaneous,group,1032,0.1,1.2
Expenditure quintile 5 (high),HPIQ.SEQ511,2016Q3,expq5,11,Miscellaneous goods and services,Miscellaneous,group,1038,0.2,1.4
Maori,HPIQ.SMAO11,2016Q3,maori,11,Miscellaneous goods and services,Miscellaneous,group,1014,0.1,0.4
Superannuitant,HPIQ.SSUP11,2016Q3,super,11,Miscellaneous goods and services,Miscellaneous,group,1044,0.3,1.9
All households,HPIQ.SALL111,2016Q3,allhh,11.1,Personal care,Personal care,subgroup,991,-0.6,-1.3
Beneficiary,HPIQ.SBEN111,2016Q3,benef,11.1,Personal care,Personal care,subgroup,959,-0.7,-2.4
Income quintile 1 (low),HPIQ.SIQ1111,2016Q3,disq1,11.1,Personal care,Personal care,subgroup,981,-0.6,-1.7
Income quintile 2,HPIQ.SIQ2111,2016Q3,disq2,11.1,Personal care,Personal care,subgroup,986,-0.8,-1.6
Income quintile 3,HPIQ.SIQ3111,2016Q3,disq3,11.1,Personal care,Personal care,subgroup,991,-0.6,-1.1
Income quintile 4,HPIQ.SIQ4111,2016Q3,disq4,11.1,Personal care,Personal care,subgroup,995,-0.8,-1.3
Income quintile 5 (high),HPIQ.SIQ5111,2016Q3,disq5,11.1,Personal care,Personal care,subgroup,1003,-0.4,-0.9
Expenditure quintile 1 (low),HPIQ.SEQ1111,2016Q3,expq1,11.1,Personal care,Personal care,subgroup,978,-0.8,-2
Expenditure quintile 2,HPIQ.SEQ2111,2016Q3,expq2,11.1,Personal care,Personal care,subgroup,989,-0.8,-1.6
Expenditure quintile 3,HPIQ.SEQ3111,2016Q3,expq3,11.1,Personal care,Personal care,subgroup,991,-0.7,-1
Expenditure quintile 4,HPIQ.SEQ4111,2016Q3,expq4,11.1,Personal care,Personal care,subgroup,995,-0.6,-1.1
Expenditure quintile 5 (high),HPIQ.SEQ5111,2016Q3,expq5,11.1,Personal care,Personal care,subgroup,1002,-0.5,-1
Maori,HPIQ.SMAO111,2016Q3,maori,11.1,Personal care,Personal care,subgroup,967,-0.6,-1.6
Superannuitant,HPIQ.SSUP111,2016Q3,super,11.1,Personal care,Personal care,subgroup,1004,-0.6,-0.5
All households,HPIQ.SALL113,2016Q3,allhh,11.3,Personal effects,Personal effects,subgroup,1026,3.4,0.3
Beneficiary,HPIQ.SBEN113,2016Q3,benef,11.3,Personal effects,Personal effects,subgroup,1020,0.5,-1
Income quintile 1 (low),HPIQ.SIQ1113,2016Q3,disq1,11.3,Personal effects,Personal effects,subgroup,1018,-1,-2.1
Income quintile 2,HPIQ.SIQ2113,2016Q3,disq2,11.3,Personal effects,Personal effects,subgroup,1024,4.5,0.4
Income quintile 3,HPIQ.SIQ3113,2016Q3,disq3,11.3,Personal effects,Personal effects,subgroup,1034,4.3,1.1
Income quintile 4,HPIQ.SIQ4113,2016Q3,disq4,11.3,Personal effects,Personal effects,subgroup,1024,1.9,-0.2
Income quintile 5 (high),HPIQ.SIQ5113,2016Q3,disq5,11.3,Personal effects,Personal effects,subgroup,1028,4.2,1
Expenditure quintile 1 (low),HPIQ.SEQ1113,2016Q3,expq1,11.3,Personal effects,Personal effects,subgroup,1040,4.6,1.6
Expenditure quintile 2,HPIQ.SEQ2113,2016Q3,expq2,11.3,Personal effects,Personal effects,subgroup,1034,4.7,1.4
Expenditure quintile 3,HPIQ.SEQ3113,2016Q3,expq3,11.3,Personal effects,Personal effects,subgroup,1032,3.8,1.5
Expenditure quintile 4,HPIQ.SEQ4113,2016Q3,expq4,11.3,Personal effects,Personal effects,subgroup,1027,2.7,-0.3
Expenditure quintile 5 (high),HPIQ.SEQ5113,2016Q3,expq5,11.3,Personal effects,Personal effects,subgroup,1016,2.9,-0.6
Maori,HPIQ.SMAO113,2016Q3,maori,11.3,Personal effects,Personal effects,subgroup,1038,0.2,-1.1
Superannuitant,HPIQ.SSUP113,2016Q3,super,11.3,Personal effects,Personal effects,subgroup,1017,3.9,0
All households,HPIQ.SALL114,2016Q3,allhh,11.4,Insurance,Insurance,subgroup,1040,0.1,1.9
Beneficiary,HPIQ.SBEN114,2016Q3,benef,11.4,Insurance,Insurance,subgroup,1024,0.2,1.3
Income quintile 1 (low),HPIQ.SIQ1114,2016Q3,disq1,11.4,Insurance,Insurance,subgroup,1034,0.3,1.7
Income quintile 2,HPIQ.SIQ2114,2016Q3,disq2,11.4,Insurance,Insurance,subgroup,1035,0.3,1.8
Income quintile 3,HPIQ.SIQ3114,2016Q3,disq3,11.4,Insurance,Insurance,subgroup,1035,0.2,1.7
Income quintile 4,HPIQ.SIQ4114,2016Q3,disq4,11.4,Insurance,Insurance,subgroup,1044,0.1,2.1
Income quintile 5 (high),HPIQ.SIQ5114,2016Q3,disq5,11.4,Insurance,Insurance,subgroup,1050,0.1,2.2
Expenditure quintile 1 (low),HPIQ.SEQ1114,2016Q3,expq1,11.4,Insurance,Insurance,subgroup,1035,0.4,1.7
Expenditure quintile 2,HPIQ.SEQ2114,2016Q3,expq2,11.4,Insurance,Insurance,subgroup,1034,0.2,1.7
Expenditure quintile 3,HPIQ.SEQ3114,2016Q3,expq3,11.4,Insurance,Insurance,subgroup,1038,0.1,1.8
Expenditure quintile 4,HPIQ.SEQ4114,2016Q3,expq4,11.4,Insurance,Insurance,subgroup,1045,0.1,2.1
Expenditure quintile 5 (high),HPIQ.SEQ5114,2016Q3,expq5,11.4,Insurance,Insurance,subgroup,1049,0.1,2.2
Maori,HPIQ.SMAO114,2016Q3,maori,11.4,Insurance,Insurance,subgroup,1032,0.2,1.6
Superannuitant,HPIQ.SSUP114,2016Q3,super,11.4,Insurance,Insurance,subgroup,1048,0.2,2.1
All households,HPIQ.SALL115,2016Q3,allhh,11.5,Credit services,Credit services,subgroup,988,0,-0.3
Beneficiary,HPIQ.SBEN115,2016Q3,benef,11.5,Credit services,Credit services,subgroup,973,0,-0.5
Income quintile 1 (low),HPIQ.SIQ1115,2016Q3,disq1,11.5,Credit services,Credit services,subgroup,975,0,-0.4
Income quintile 2,HPIQ.SIQ2115,2016Q3,disq2,11.5,Credit services,Credit services,subgroup,988,0,-0.3
Income quintile 3,HPIQ.SIQ3115,2016Q3,disq3,11.5,Credit services,Credit services,subgroup,991,0,-0.3
Income quintile 4,HPIQ.SIQ4115,2016Q3,disq4,11.5,Credit services,Credit services,subgroup,993,0,-0.3
Income quintile 5 (high),HPIQ.SIQ5115,2016Q3,disq5,11.5,Credit services,Credit services,subgroup,991,0,-0.3
Expenditure quintile 1 (low),HPIQ.SEQ1115,2016Q3,expq1,11.5,Credit services,Credit services,subgroup,974,0,-0.3
Expenditure quintile 2,HPIQ.SEQ2115,2016Q3,expq2,11.5,Credit services,Credit services,subgroup,993,0,-0.4
Expenditure quintile 3,HPIQ.SEQ3115,2016Q3,expq3,11.5,Credit services,Credit services,subgroup,993,0,-0.3
Expenditure quintile 4,HPIQ.SEQ4115,2016Q3,expq4,11.5,Credit services,Credit services,subgroup,991,0,-0.2
Expenditure quintile 5 (high),HPIQ.SEQ5115,2016Q3,expq5,11.5,Credit services,Credit services,subgroup,991,0,-0.4
Maori,HPIQ.SMAO115,2016Q3,maori,11.5,Credit services,Credit services,subgroup,996,0,-0.3
Superannuitant,HPIQ.SSUP115,2016Q3,super,11.5,Credit services,Credit services,subgroup,976,0,-0.2
All households,HPIQ.SALL116,2016Q3,allhh,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1064,0.9,2.1
Beneficiary,HPIQ.SBEN116,2016Q3,benef,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1106,1.4,2.7
Income quintile 1 (low),HPIQ.SIQ1116,2016Q3,disq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1110,1.2,3.5
Income quintile 2,HPIQ.SIQ2116,2016Q3,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1063,1.1,1.5
Income quintile 3,HPIQ.SIQ3116,2016Q3,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1025,0.6,0.2
Income quintile 4,HPIQ.SIQ4116,2016Q3,disq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1057,0.6,2.7
Income quintile 5 (high),HPIQ.SIQ5116,2016Q3,disq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1061,1,1.9
Expenditure quintile 1 (low),HPIQ.SEQ1116,2016Q3,expq1,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1101,1.2,2.2
Expenditure quintile 2,HPIQ.SEQ2116,2016Q3,expq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1025,0.5,0.2
Expenditure quintile 3,HPIQ.SEQ3116,2016Q3,expq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1061,1,2.4
Expenditure quintile 4,HPIQ.SEQ4116,2016Q3,expq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1046,0.8,1.2
Expenditure quintile 5 (high),HPIQ.SEQ5116,2016Q3,expq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1080,1,3.4
Maori,HPIQ.SMAO116,2016Q3,maori,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1029,0.8,-0.9
Superannuitant,HPIQ.SSUP116,2016Q3,super,11.6,Other miscellaneous services,Miscellaneous services,subgroup,1128,1.9,4.8
All households,HPIQ.SALL13,2016Q3,allhh,13,Other expenditure,Interest,group,1115,1.7,-1.6
Beneficiary,HPIQ.SBEN13,2016Q3,benef,13,Other expenditure,Interest,group,1084,1.1,-2.2
Income quintile 1 (low),HPIQ.SIQ113,2016Q3,disq1,13,Other expenditure,Interest,group,1093,1.3,-2
Income quintile 2,HPIQ.SIQ213,2016Q3,disq2,13,Other expenditure,Interest,group,1102,1.5,-2
Income quintile 3,HPIQ.SIQ313,2016Q3,disq3,13,Other expenditure,Interest,group,1108,1.7,-1.9
Income quintile 4,HPIQ.SIQ413,2016Q3,disq4,13,Other expenditure,Interest,group,1122,1.8,-1.4
Income quintile 5 (high),HPIQ.SIQ513,2016Q3,disq5,13,Other expenditure,Interest,group,1133,2.1,-1.1
Expenditure quintile 1 (low),HPIQ.SEQ113,2016Q3,expq1,13,Other expenditure,Interest,group,1066,0.9,-2.7
Expenditure quintile 2,HPIQ.SEQ213,2016Q3,expq2,13,Other expenditure,Interest,group,1104,1.5,-1.8
Expenditure quintile 3,HPIQ.SEQ313,2016Q3,expq3,13,Other expenditure,Interest,group,1097,1.4,-2.3
Expenditure quintile 4,HPIQ.SEQ413,2016Q3,expq4,13,Other expenditure,Interest,group,1122,1.9,-1.3
Expenditure quintile 5 (high),HPIQ.SEQ513,2016Q3,expq5,13,Other expenditure,Interest,group,1137,2.2,-1
Maori,HPIQ.SMAO13,2016Q3,maori,13,Other expenditure,Interest,group,1074,0.9,-3
Superannuitant,HPIQ.SSUP13,2016Q3,super,13,Other expenditure,Interest,group,1075,0.9,-2.1
All households,HPIQ.SALL131,2016Q3,allhh,13.1,Interest payments,Interest,subgroup,1115,1.7,-1.6
Beneficiary,HPIQ.SBEN131,2016Q3,benef,13.1,Interest payments,Interest,subgroup,1084,1.1,-2.2
Income quintile 1 (low),HPIQ.SIQ1131,2016Q3,disq1,13.1,Interest payments,Interest,subgroup,1093,1.3,-2
Income quintile 2,HPIQ.SIQ2131,2016Q3,disq2,13.1,Interest payments,Interest,subgroup,1102,1.5,-2
Income quintile 3,HPIQ.SIQ3131,2016Q3,disq3,13.1,Interest payments,Interest,subgroup,1108,1.7,-1.9
Income quintile 4,HPIQ.SIQ4131,2016Q3,disq4,13.1,Interest payments,Interest,subgroup,1122,1.8,-1.4
Income quintile 5 (high),HPIQ.SIQ5131,2016Q3,disq5,13.1,Interest payments,Interest,subgroup,1133,2.1,-1.1
Expenditure quintile 1 (low),HPIQ.SEQ1131,2016Q3,expq1,13.1,Interest payments,Interest,subgroup,1066,0.9,-2.7
Expenditure quintile 2,HPIQ.SEQ2131,2016Q3,expq2,13.1,Interest payments,Interest,subgroup,1104,1.5,-1.8
Expenditure quintile 3,HPIQ.SEQ3131,2016Q3,expq3,13.1,Interest payments,Interest,subgroup,1097,1.4,-2.3
Expenditure quintile 4,HPIQ.SEQ4131,2016Q3,expq4,13.1,Interest payments,Interest,subgroup,1122,1.9,-1.3
Expenditure quintile 5 (high),HPIQ.SEQ5131,2016Q3,expq5,13.1,Interest payments,Interest,subgroup,1137,2.2,-1
Maori,HPIQ.SMAO131,2016Q3,maori,13.1,Interest payments,Interest,subgroup,1074,0.9,-3
Superannuitant,HPIQ.SSUP131,2016Q3,super,13.1,Interest payments,Interest,subgroup,1075,0.9,-2.1
All households,HPIQ.SALL04101,2016Q3,allhh,4.1.01 ,Actual rentals for housing,Rent,class,1049,0.5,2
Beneficiary,HPIQ.SBEN04101,2016Q3,benef,4.1.01 ,Actual rentals for housing,Rent,class,1049,0.5,2.1
Income quintile 1 (low),HPIQ.SIQ104101,2016Q3,disq1,4.1.01 ,Actual rentals for housing,Rent,class,1051,0.6,2.2
Income quintile 2,HPIQ.SIQ204101,2016Q3,disq2,4.1.01 ,Actual rentals for housing,Rent,class,1049,0.5,2.1
Income quintile 3,HPIQ.SIQ304101,2016Q3,disq3,4.1.01 ,Actual rentals for housing,Rent,class,1047,0.4,1.8
Income quintile 4,HPIQ.SIQ404101,2016Q3,disq4,4.1.01 ,Actual rentals for housing,Rent,class,1050,0.5,2.1
Income quintile 5 (high),HPIQ.SIQ504101,2016Q3,disq5,4.1.01 ,Actual rentals for housing,Rent,class,1050,0.5,2.1
Expenditure quintile 1 (low),HPIQ.SEQ104101,2016Q3,expq1,4.1.01 ,Actual rentals for housing,Rent,class,1049,0.5,2.1
Expenditure quintile 2,HPIQ.SEQ204101,2016Q3,expq2,4.1.01 ,Actual rentals for housing,Rent,class,1049,0.5,2.1
Expenditure quintile 3,HPIQ.SEQ304101,2016Q3,expq3,4.1.01 ,Actual rentals for housing,Rent,class,1047,0.4,1.8
Expenditure quintile 4,HPIQ.SEQ404101,2016Q3,expq4,4.1.01 ,Actual rentals for housing,Rent,class,1051,0.5,2.1
Expenditure quintile 5 (high),HPIQ.SEQ504101,2016Q3,expq5,4.1.01 ,Actual rentals for housing,Rent,class,1050,0.5,2.1
Maori,HPIQ.SMAO04101,2016Q3,maori,4.1.01 ,Actual rentals for housing,Rent,class,1047,0.5,2.2
Superannuitant,HPIQ.SSUP04101,2016Q3,super,4.1.01 ,Actual rentals for housing,Rent,class,1047,0.5,1.9
